Timestamp,Occupancy,Capacity,QueueLength,TrafficConditionNearby,VehicleType,IsSpecialDay
2016-11-14 09:00:00,611,2009,3,low,truck,0
2016-11-14 09:00:00,925,1920,3,low,car,0
2016-11-14 09:00:00,720,2937,3,low,car,0
2016-11-14 09:00:00,42,577,1,low,car,0
2016-11-14 09:00:00,410,1200,2,low,car,0
2016-11-14 09:00:00,109,387,2,low,cycle,0
2016-11-14 09:00:00,226,485,2,low,truck,0
2016-11-14 09:00:00,655,3103,3,low,car,0
2016-11-14 09:00:00,266,687,2,low,truck,0
2016-11-14 09:00:00,272,2803,3,low,bike,0
2016-11-14 09:27:00,310,470,3,low,bike,0
2016-11-14 09:27:00,143,387,1,low,car,0
2016-11-14 09:27:00,314,2803,2,low,car,0
2016-11-14 09:27:00,399,1322,3,low,car,0
2016-11-14 09:27:00,530,1200,3,low,car,0
2016-11-14 09:27:00,1123,1920,4,average,car,0
2016-11-14 09:27:00,2509,3883,3,low,cycle,0
2016-11-14 09:27:00,314,687,2,low,car,0
2016-11-14 09:27:00,241,485,2,low,car,0
2016-11-14 09:27:00,839,2937,3,low,cycle,0
2016-11-14 09:27:00,61,577,2,low,car,0
2016-11-14 09:27:00,463,690,2,low,bike,0
2016-11-14 09:27:00,726,3103,3,low,car,0
2016-11-14 09:27:00,713,2009,2,low,car,0
2016-11-14 10:00:00,85,577,2,low,cycle,0
2016-11-14 10:00:00,369,2803,3,low,car,0
2016-11-14 10:00:00,1268,1920,4,low,bike,0
2016-11-14 10:00:00,458,1322,3,low,car,0
2016-11-14 10:00:00,830,2009,5,average,car,0
2016-11-14 10:00:00,2871,3883,4,low,truck,0
2016-11-14 10:00:00,178,387,4,average,truck,0
2016-11-14 10:00:00,635,1200,4,low,truck,0
2016-11-14 10:00:00,372,687,3,low,car,0
2016-11-14 10:00:00,975,2937,4,low,car,0
2016-11-14 10:00:00,258,485,3,low,car,0
2016-11-14 10:00:00,821,3103,4,low,car,0
2016-11-14 10:00:00,539,690,3,low,car,0
2016-11-14 10:00:00,353,470,3,low,car,0
2016-11-14 10:27:00,372,470,3,average,car,0
2016-11-14 10:27:00,3005,3883,4,low,car,0
2016-11-14 10:27:00,878,3103,5,average,truck,0
2016-11-14 10:27:00,408,687,4,low,car,0
2016-11-14 10:27:00,412,2803,3,low,car,0
2016-11-14 10:27:00,99,577,3,low,car,0
2016-11-14 10:27:00,268,485,3,low,car,0
2016-11-14 10:27:00,510,1322,4,low,car,0
2016-11-14 10:27:00,1047,2937,4,low,bike,0
2016-11-14 10:27:00,1329,1920,4,low,car,0
2016-11-14 10:27:00,918,2009,4,low,car,0
2016-11-14 10:27:00,570,690,3,low,car,0
2016-11-14 10:27:00,673,1200,5,average,cycle,0
2016-11-14 10:27:00,210,387,3,average,bike,0
2016-11-14 11:00:00,587,690,5,average,car,0
2016-11-14 11:00:00,1375,1920,6,average,bike,0
2016-11-14 11:00:00,928,3103,6,average,cycle,0
2016-11-14 11:00:00,385,470,8,high,car,0
2016-11-14 11:00:00,276,485,7,high,car,0
2016-11-14 11:00:00,247,387,5,average,bike,0
2016-11-14 11:00:00,442,687,8,high,bike,0
2016-11-14 11:00:00,1014,2009,6,average,cycle,0
2016-11-14 11:00:00,129,577,3,average,truck,0
2016-11-14 11:00:00,3127,3883,7,average,truck,0
2016-11-14 11:00:00,707,1200,6,average,car,0
2016-11-14 11:00:00,457,2803,6,average,cycle,0
2016-11-14 11:00:00,572,1322,8,high,car,0
2016-11-14 11:00:00,1110,2937,6,average,car,0
2016-11-14 11:27:00,3159,3883,8,average,car,0
2016-11-14 11:27:00,959,3103,8,high,bike,0
2016-11-14 11:27:00,725,1200,6,average,truck,0
2016-11-14 11:27:00,285,485,5,average,bike,0
2016-11-14 11:27:00,605,690,5,average,car,0
2016-11-14 11:27:00,477,2803,5,average,bike,0
2016-11-14 11:27:00,603,1322,5,average,car,0
2016-11-14 11:27:00,401,470,5,average,bike,0
2016-11-14 11:27:00,455,687,6,average,car,0
2016-11-14 11:27:00,258,387,5,average,car,0
2016-11-14 11:27:00,1140,2937,6,average,car,0
2016-11-14 11:27:00,135,577,6,high,car,0
2016-11-14 11:27:00,1401,1920,6,average,car,0
2016-11-14 11:27:00,1058,2009,6,average,car,0
2016-11-14 12:00:00,3215,3883,11,high,bike,0
2016-11-14 12:00:00,642,1322,8,high,car,0
2016-11-14 12:00:00,756,1200,9,high,car,0
2016-11-14 12:00:00,989,3103,9,high,bike,0
2016-11-14 12:00:00,466,687,8,high,car,0
2016-11-14 12:00:00,158,577,7,high,car,0
2016-11-14 12:00:00,276,387,8,high,car,0
2016-11-14 12:00:00,293,485,7,high,bike,0
2016-11-14 12:00:00,1204,2937,10,high,car,0
2016-11-14 12:00:00,635,690,8,high,car,0
2016-11-14 12:00:00,506,2803,8,high,bike,0
2016-11-14 12:00:00,419,470,8,high,bike,0
2016-11-14 12:00:00,1435,1920,10,high,cycle,0
2016-11-14 12:00:00,1108,2009,9,high,bike,0
2016-11-14 12:27:00,998,3103,9,high,car,0
2016-11-14 12:27:00,293,387,7,high,bike,0
2016-11-14 12:27:00,154,577,7,high,car,0
2016-11-14 12:27:00,1130,2009,9,high,bike,0
2016-11-14 12:27:00,291,485,8,high,bike,0
2016-11-14 12:27:00,422,470,8,high,truck,0
2016-11-14 12:27:00,475,687,8,high,cycle,0
2016-11-14 12:27:00,1437,1920,7,average,car,0
2016-11-14 12:27:00,3217,3883,11,high,cycle,0
2016-11-14 12:27:00,756,1200,9,high,car,0
2016-11-14 12:27:00,620,690,9,high,bike,0
2016-11-14 12:27:00,525,2803,8,high,bike,0
2016-11-14 12:27:00,655,1322,9,high,truck,0
2016-11-14 12:27:00,1203,2937,9,high,car,0
2016-11-14 13:00:00,771,1200,8,high,car,0
2016-11-14 13:00:00,534,2803,8,high,bike,0
2016-11-14 13:00:00,668,1322,8,high,bike,0
2016-11-14 13:00:00,304,387,4,average,car,0
2016-11-14 13:00:00,1224,2937,9,high,cycle,0
2016-11-14 13:00:00,163,577,6,high,bike,0
2016-11-14 13:00:00,487,687,7,high,cycle,0
2016-11-14 13:00:00,426,470,7,high,car,0
2016-11-14 13:00:00,1155,2009,8,high,car,0
2016-11-14 13:00:00,1459,1920,8,high,bike,0
2016-11-14 13:00:00,1008,3103,9,high,car,0
2016-11-14 13:00:00,291,485,7,high,car,0
2016-11-14 13:00:00,3257,3883,7,average,car,0
2016-11-14 13:00:00,629,690,8,high,truck,0
2016-11-14 13:27:00,1008,3103,8,high,cycle,0
2016-11-14 13:27:00,1460,1920,9,high,truck,0
2016-11-14 13:27:00,680,1322,8,high,car,0
2016-11-14 13:27:00,547,2803,8,high,bike,0
2016-11-14 13:27:00,629,690,8,high,car,0
2016-11-14 13:27:00,1234,2937,9,high,car,0
2016-11-14 13:27:00,152,577,6,high,truck,0
2016-11-14 13:27:00,1167,2009,8,high,truck,0
2016-11-14 13:27:00,769,1200,9,high,car,0
2016-11-14 13:27:00,487,687,7,high,car,0
2016-11-14 13:27:00,315,387,7,high,car,0
2016-11-14 13:27:00,424,470,7,high,car,0
2016-11-14 13:27:00,3262,3883,10,high,bike,0
2016-11-14 13:27:00,289,485,7,high,truck,0
2016-11-14 14:00:00,546,2803,5,average,truck,0
2016-11-14 14:00:00,1155,2009,5,average,truck,0
2016-11-14 14:00:00,278,485,4,average,car,0
2016-11-14 14:00:00,990,3103,5,average,car,0
2016-11-14 14:00:00,672,1322,4,average,car,0
2016-11-14 14:00:00,756,1200,4,average,car,0
2016-11-14 14:00:00,143,577,3,average,car,0
2016-11-14 14:00:00,317,387,4,average,car,0
2016-11-14 14:00:00,3252,3883,5,average,bike,0
2016-11-14 14:00:00,433,470,4,average,car,0
2016-11-14 14:00:00,483,687,4,average,truck,0
2016-11-14 14:00:00,1447,1920,5,average,bike,0
2016-11-14 14:00:00,1231,2937,4,average,bike,0
2016-11-14 14:00:00,636,690,5,average,bike,0
2016-11-14 14:27:00,271,485,3,average,car,0
2016-11-14 14:33:00,645,1322,4,average,bike,0
2016-11-14 14:33:00,417,470,5,average,car,0
2016-11-14 14:33:00,949,3103,5,average,car,0
2016-11-14 14:33:00,745,1200,4,average,car,0
2016-11-14 14:33:00,3203,3883,5,average,cycle,0
2016-11-14 14:33:00,1193,2937,5,average,car,0
2016-11-14 14:33:00,301,387,4,average,car,0
2016-11-14 14:33:00,126,577,4,average,car,0
2016-11-14 14:33:00,1437,1920,5,average,car,0
2016-11-14 14:33:00,622,690,4,average,car,0
2016-11-14 14:33:00,454,687,4,average,cycle,0
2016-11-14 14:33:00,526,2803,6,high,bike,0
2016-11-14 14:33:00,1099,2009,5,average,truck,0
2016-11-14 14:53:00,274,485,3,average,car,0
2016-11-14 15:00:00,1401,1920,3,average,car,0
2016-11-14 15:00:00,596,690,3,average,bike,0
2016-11-14 15:00:00,399,470,3,average,bike,0
2016-11-14 15:00:00,720,1200,4,average,bike,0
2016-11-14 15:00:00,930,3103,3,average,truck,0
2016-11-14 15:00:00,121,577,2,average,truck,0
2016-11-14 15:00:00,277,387,3,average,car,0
2016-11-14 15:00:00,1053,2009,5,high,car,0
2016-11-14 15:00:00,435,687,3,average,car,0
2016-11-14 15:00:00,498,2803,3,average,car,0
2016-11-14 15:00:00,1147,2937,5,high,truck,0
2016-11-14 15:00:00,3119,3883,5,high,car,0
2016-11-14 15:00:00,618,1322,4,average,car,0
2016-11-14 15:20:00,273,485,2,low,car,0
2016-11-14 15:27:00,1098,2937,3,low,bike,0
2016-11-14 15:27:00,113,577,2,low,bike,0
2016-11-14 15:27:00,570,690,3,average,cycle,0
2016-11-14 15:27:00,404,687,3,low,truck,0
2016-11-14 15:27:00,378,470,2,low,car,0
2016-11-14 15:27:00,252,387,2,low,truck,0
2016-11-14 15:27:00,982,2009,3,low,car,0
2016-11-14 15:27:00,685,1200,3,low,car,0
2016-11-14 15:27:00,578,1322,2,low,car,0
2016-11-14 15:27:00,2964,3883,3,low,cycle,0
2016-11-14 15:27:00,456,2803,3,low,car,0
2016-11-14 15:27:00,879,3103,3,low,cycle,0
2016-11-14 15:27:00,1341,1920,3,low,bike,0
2016-11-14 16:00:00,2778,3883,2,low,car,0
2016-11-14 16:00:00,1028,2937,3,average,cycle,0
2016-11-14 16:00:00,538,1322,3,average,car,0
2016-11-14 16:00:00,103,577,1,low,car,0
2016-11-14 16:00:00,795,3103,2,low,car,0
2016-11-14 16:00:00,414,2803,2,low,car,0
2016-11-14 16:00:00,365,687,2,low,car,0
2016-11-14 16:00:00,636,1200,3,average,car,0
2016-11-14 16:00:00,530,690,3,average,bike,0
2016-11-14 16:00:00,257,485,2,low,car,0
2016-11-14 16:00:00,241,387,2,low,car,0
2016-11-14 16:00:00,903,2009,2,average,cycle,0
2016-11-14 16:00:00,1250,1920,2,low,car,0
2016-11-14 16:00:00,356,470,2,low,bike,0
2016-11-14 16:27:00,484,690,2,low,car,0
2016-11-14 16:27:00,326,470,2,low,cycle,0
2016-11-14 16:27:00,724,3103,2,low,car,0
2016-11-14 16:27:00,828,2009,2,low,car,0
2016-11-14 16:27:00,89,577,1,low,car,0
2016-11-14 16:27:00,321,687,3,low,car,0
2016-11-14 16:27:00,2485,3883,3,low,car,0
2016-11-14 16:27:00,963,2937,3,average,bike,0
2016-11-14 16:27:00,385,2803,2,low,cycle,0
2016-11-14 16:27:00,228,387,1,low,car,0
2016-11-14 16:27:00,246,485,2,low,car,0
2016-11-14 16:27:00,507,1322,2,low,car,0
2016-11-14 16:27:00,566,1200,2,low,bike,0
2016-11-14 16:27:00,1104,1920,3,average,cycle,0
2016-11-15 07:57:00,573,1920,2,low,car,0
2016-11-15 07:57:00,1154,3883,2,low,car,0
2016-11-15 07:57:00,219,2803,2,low,car,0
2016-11-15 07:57:00,581,2009,2,low,car,0
2016-11-15 07:57:00,393,1322,1,low,car,0
2016-11-15 07:57:00,171,690,3,average,car,0
2016-11-15 07:57:00,216,1200,2,low,car,0
2016-11-15 07:57:00,188,687,1,low,car,0
2016-11-15 07:57:00,238,485,1,low,truck,0
2016-11-15 07:57:00,129,470,1,low,car,0
2016-11-15 07:57:00,141,387,2,low,car,0
2016-11-15 07:57:00,32,577,1,low,car,0
2016-11-15 07:57:00,504,3103,2,low,car,0
2016-11-15 07:57:00,550,2937,2,low,car,0
2016-11-15 08:17:00,240,485,2,low,bike,0
2016-11-15 08:30:00,277,690,2,low,car,0
2016-11-15 08:30:00,682,2937,2,low,cycle,0
2016-11-15 08:30:00,162,387,2,low,car,0
2016-11-15 08:30:00,617,3103,2,low,car,0
2016-11-15 08:30:00,1692,3883,2,low,car,0
2016-11-15 08:30:00,327,1200,2,low,car,0
2016-11-15 08:30:00,225,687,1,low,cycle,0
2016-11-15 08:30:00,421,1322,2,low,car,0
2016-11-15 08:30:00,311,2803,2,low,car,0
2016-11-15 08:30:00,38,577,1,low,truck,0
2016-11-15 08:30:00,646,2009,2,low,cycle,0
2016-11-15 08:30:00,780,1920,2,low,bike,0
2016-11-15 08:30:00,197,470,2,low,cycle,0
2016-11-15 08:57:00,827,2937,2,low,car,0
2016-11-15 08:57:00,248,485,2,low,car,0
2016-11-15 08:57:00,47,577,1,low,cycle,0
2016-11-15 08:57:00,184,387,2,average,bike,0
2016-11-15 08:57:00,376,2803,3,average,car,0
2016-11-15 08:57:00,453,1322,2,average,car,0
2016-11-15 08:57:00,708,3103,2,low,car,0
2016-11-15 08:57:00,969,1920,2,low,car,0
2016-11-15 08:57:00,395,690,2,low,car,0
2016-11-15 08:57:00,721,2009,2,low,car,0
2016-11-15 08:57:00,2161,3883,3,low,car,0
2016-11-15 08:57:00,267,470,2,low,truck,0
2016-11-15 08:57:00,268,687,2,low,car,0
2016-11-15 08:57:00,440,1200,2,low,car,0
2016-11-15 09:30:00,455,2803,2,low,bike,0
2016-11-15 09:30:00,1184,1920,3,average,bike,0
2016-11-15 09:30:00,228,387,4,average,car,0
2016-11-15 09:30:00,481,690,2,low,car,0
2016-11-15 09:30:00,332,687,2,low,truck,0
2016-11-15 09:30:00,831,3103,2,low,car,0
2016-11-15 09:30:00,857,2009,3,low,car,0
2016-11-15 09:30:00,79,577,2,low,car,0
2016-11-15 09:30:00,326,470,3,low,car,0
2016-11-15 09:30:00,2679,3883,3,low,car,0
2016-11-15 09:30:00,981,2937,3,average,car,0
2016-11-15 09:30:00,564,1200,3,low,bike,0
2016-11-15 09:30:00,525,1322,3,low,car,0
2016-11-15 09:30:00,272,485,2,low,car,0
2016-11-15 09:57:00,681,1200,3,low,bike,0
2016-11-15 09:57:00,526,2803,2,low,car,0
2016-11-15 09:57:00,1366,1920,3,low,truck,0
2016-11-15 09:57:00,958,3103,3,average,bike,0
2016-11-15 09:57:00,403,687,3,low,bike,0
2016-11-15 09:57:00,113,577,2,low,car,0
2016-11-15 09:57:00,271,387,2,low,car,0
2016-11-15 09:57:00,3043,3883,3,low,bike,0
2016-11-15 09:57:00,300,485,3,low,bike,0
2016-11-15 09:57:00,370,470,3,low,truck,0
2016-11-15 09:57:00,550,690,2,low,truck,0
2016-11-15 09:57:00,1009,2009,3,low,car,0
2016-11-15 09:57:00,1121,2937,3,low,car,0
2016-11-15 09:57:00,606,1322,2,low,car,0
2016-11-15 10:30:00,3265,3883,6,average,cycle,0
2016-11-15 10:30:00,1058,3103,5,average,car,0
2016-11-15 10:30:00,401,470,4,average,car,0
2016-11-15 10:30:00,456,687,4,average,car,0
2016-11-15 10:30:00,746,1200,4,average,bike,0
2016-11-15 10:30:00,171,577,3,average,cycle,0
2016-11-15 10:30:00,592,690,5,average,car,0
2016-11-15 10:30:00,325,387,4,average,car,0
2016-11-15 10:30:00,316,485,3,average,car,0
2016-11-15 10:30:00,693,1322,5,average,truck,0
2016-11-15 10:30:00,1149,2009,5,average,cycle,0
2016-11-15 10:30:00,1465,1920,5,average,car,0
2016-11-15 10:30:00,1233,2937,5,average,truck,0
2016-11-15 10:30:00,611,2803,4,average,bike,0
2016-11-15 11:03:00,339,387,5,average,truck,0
2016-11-15 11:03:00,419,470,5,average,car,0
2016-11-15 11:03:00,743,1322,5,average,bike,0
2016-11-15 11:03:00,617,690,5,average,bike,0
2016-11-15 11:03:00,1120,3103,7,average,bike,0
2016-11-15 11:03:00,209,577,6,high,car,0
2016-11-15 11:03:00,1229,2009,6,average,cycle,0
2016-11-15 11:03:00,1517,1920,6,average,cycle,0
2016-11-15 11:03:00,3379,3883,10,high,car,0
2016-11-15 11:03:00,486,687,5,average,truck,0
2016-11-15 11:03:00,798,1200,6,average,bike,0
2016-11-15 11:03:00,1284,2937,9,high,car,0
2016-11-15 11:03:00,328,485,7,high,car,0
2016-11-15 11:03:00,645,2803,5,average,car,0
2016-11-15 11:17:00,332,485,5,average,car,0
2016-11-15 11:30:00,3397,3883,6,average,car,0
2016-11-15 11:30:00,1241,2009,6,average,bike,0
2016-11-15 11:30:00,1280,2937,7,average,cycle,0
2016-11-15 11:30:00,736,1322,6,average,car,0
2016-11-15 11:30:00,322,387,4,average,car,0
2016-11-15 11:30:00,629,2803,5,average,bike,0
2016-11-15 11:30:00,820,1200,6,average,bike,0
2016-11-15 11:30:00,1142,3103,6,average,car,0
2016-11-15 11:30:00,628,690,6,average,car,0
2016-11-15 11:30:00,226,577,5,average,car,0
2016-11-15 11:30:00,1532,1920,7,average,bike,0
2016-11-15 11:30:00,427,470,5,average,bike,0
2016-11-15 11:30:00,505,687,5,average,car,0
2016-11-15 11:57:00,329,387,5,average,car,0
2016-11-15 11:57:00,661,690,5,average,bike,0
2016-11-15 11:57:00,1320,2937,6,average,car,0
2016-11-15 11:57:00,640,2803,6,average,car,0
2016-11-15 11:57:00,1272,2009,6,average,bike,0
2016-11-15 11:57:00,227,577,6,high,bike,0
2016-11-15 11:57:00,525,687,6,average,car,0
2016-11-15 11:57:00,3429,3883,10,high,car,0
2016-11-15 11:57:00,330,485,7,high,car,0
2016-11-15 11:57:00,839,1200,6,average,bike,0
2016-11-15 11:57:00,1552,1920,6,average,car,0
2016-11-15 11:57:00,450,470,5,average,bike,0
2016-11-15 11:57:00,1166,3103,6,average,car,0
2016-11-15 11:57:00,747,1322,5,average,car,0
2016-11-15 12:30:00,334,485,8,high,car,0
2016-11-15 12:30:00,1342,2937,10,high,truck,0
2016-11-15 12:30:00,532,687,8,high,car,0
2016-11-15 12:30:00,843,1200,9,high,cycle,0
2016-11-15 12:30:00,637,2803,8,high,car,0
2016-11-15 12:30:00,222,577,7,high,car,0
2016-11-15 12:30:00,676,690,8,high,car,0
2016-11-15 12:30:00,1171,3103,10,high,truck,0
2016-11-15 12:30:00,461,470,6,average,car,0
2016-11-15 12:30:00,332,387,8,high,car,0
2016-11-15 12:30:00,765,1322,9,high,bike,0
2016-11-15 12:30:00,3390,3883,11,high,bike,0
2016-11-15 12:30:00,1297,2009,10,high,bike,0
2016-11-15 12:30:00,1544,1920,10,high,bike,0
2016-11-15 12:57:00,770,1322,5,average,cycle,0
2016-11-15 12:57:00,544,687,8,high,car,0
2016-11-15 12:57:00,3379,3883,10,high,car,0
2016-11-15 12:57:00,635,2803,9,high,car,0
2016-11-15 12:57:00,1314,2009,10,high,bike,0
2016-11-15 12:57:00,337,387,8,high,car,0
2016-11-15 12:57:00,460,470,8,high,truck,0
2016-11-15 12:57:00,230,577,7,high,car,0
2016-11-15 12:57:00,1348,2937,9,high,car,0
2016-11-15 12:57:00,831,1200,9,high,car,0
2016-11-15 12:57:00,1177,3103,9,high,bike,0
2016-11-15 12:57:00,335,485,7,high,bike,0
2016-11-15 12:57:00,676,690,7,average,cycle,0
2016-11-15 12:57:00,1536,1920,10,high,car,0
2016-11-15 13:30:00,550,687,8,high,car,0
2016-11-15 13:30:00,770,1322,9,high,car,0
2016-11-15 13:30:00,339,387,7,high,car,0
2016-11-15 13:30:00,1320,2009,9,high,car,0
2016-11-15 13:30:00,3335,3883,10,high,car,0
2016-11-15 13:30:00,333,485,7,high,car,0
2016-11-15 13:30:00,637,2803,8,high,truck,0
2016-11-15 13:30:00,675,690,8,high,car,0
2016-11-15 13:30:00,458,470,7,high,bike,0
2016-11-15 13:30:00,818,1200,8,high,car,0
2016-11-15 13:30:00,1347,2937,9,high,car,0
2016-11-15 13:30:00,233,577,4,average,car,0
2016-11-15 13:30:00,1181,3103,8,high,car,0
2016-11-15 13:30:00,1523,1920,9,high,bike,0
2016-11-15 14:03:00,331,485,4,average,car,0
2016-11-15 14:03:00,3336,3883,5,average,truck,0
2016-11-15 14:03:00,821,1200,4,average,car,0
2016-11-15 14:03:00,1345,2937,7,high,car,0
2016-11-15 14:03:00,641,2803,6,high,cycle,0
2016-11-15 14:03:00,1308,2009,7,high,car,0
2016-11-15 14:03:00,452,470,4,average,car,0
2016-11-15 14:03:00,248,577,4,average,car,0
2016-11-15 14:03:00,1161,3103,7,high,bike,0
2016-11-15 14:03:00,667,690,6,high,car,0
2016-11-15 14:03:00,1522,1920,5,average,cycle,0
2016-11-15 14:03:00,774,1322,5,average,car,0
2016-11-15 14:03:00,534,687,4,average,car,0
2016-11-15 14:03:00,345,387,4,average,car,0
2016-11-15 14:30:00,3265,3883,7,high,car,0
2016-11-15 14:30:00,433,470,3,average,car,0
2016-11-15 14:30:00,623,2803,4,average,car,0
2016-11-15 14:30:00,216,577,3,average,bike,0
2016-11-15 14:30:00,1316,2937,5,average,car,0
2016-11-15 14:30:00,333,485,4,average,car,0
2016-11-15 14:30:00,761,1322,6,high,cycle,0
2016-11-15 14:30:00,1503,1920,4,average,bike,0
2016-11-15 14:30:00,1281,2009,5,average,cycle,0
2016-11-15 14:30:00,1138,3103,5,average,bike,0
2016-11-15 14:30:00,645,690,6,high,bike,0
2016-11-15 14:30:00,808,1200,7,high,car,0
2016-11-15 14:30:00,520,687,4,average,car,0
2016-11-15 14:30:00,338,387,4,average,car,0
2016-11-15 14:57:00,328,485,4,average,car,0
2016-11-15 15:03:00,1459,1920,3,low,car,0
2016-11-15 15:03:00,595,2803,3,low,bike,0
2016-11-15 15:03:00,421,470,3,low,car,0
2016-11-15 15:03:00,1075,3103,3,low,car,0
2016-11-15 15:03:00,782,1200,3,low,car,0
2016-11-15 15:03:00,170,577,2,low,car,0
2016-11-15 15:03:00,1283,2937,3,low,car,0
2016-11-15 15:03:00,727,1322,2,low,car,0
2016-11-15 15:03:00,3148,3883,3,low,bike,0
2016-11-15 15:03:00,1212,2009,3,low,bike,0
2016-11-15 15:03:00,329,387,2,low,cycle,0
2016-11-15 15:03:00,485,687,3,average,car,0
2016-11-15 15:03:00,630,690,2,low,bike,0
2016-11-15 15:30:00,1002,3103,3,low,cycle,0
2016-11-15 15:30:00,406,470,2,low,bike,0
2016-11-15 15:30:00,307,387,2,low,bike,0
2016-11-15 15:30:00,680,1322,2,low,car,0
2016-11-15 15:30:00,158,577,3,average,bike,0
2016-11-15 15:30:00,737,1200,3,low,car,0
2016-11-15 15:30:00,456,687,2,low,truck,0
2016-11-15 15:30:00,2979,3883,3,low,cycle,0
2016-11-15 15:30:00,307,485,2,low,car,0
2016-11-15 15:30:00,1136,2009,3,low,car,0
2016-11-15 15:30:00,1222,2937,4,average,bike,0
2016-11-15 15:30:00,546,2803,2,low,car,0
2016-11-15 15:30:00,608,690,3,low,car,0
2016-11-15 15:30:00,1379,1920,3,low,bike,0
2016-11-15 15:57:00,2807,3883,3,low,bike,0
2016-11-15 15:57:00,388,470,2,low,bike,0
2016-11-15 15:57:00,521,2803,3,low,bike,0
2016-11-15 15:57:00,1078,2009,2,low,car,0
2016-11-15 15:57:00,1305,1920,3,low,bike,0
2016-11-15 15:57:00,293,387,2,low,car,0
2016-11-15 15:57:00,136,577,2,low,bike,0
2016-11-15 15:57:00,947,3103,2,low,car,0
2016-11-15 15:57:00,659,1322,3,low,cycle,0
2016-11-15 15:57:00,419,687,3,average,car,0
2016-11-15 15:57:00,1170,2937,3,low,car,0
2016-11-15 15:57:00,577,690,2,low,car,0
2016-11-15 15:57:00,704,1200,3,low,car,0
2016-11-15 15:57:00,300,485,2,low,car,0
2016-11-15 16:30:00,1105,1920,2,low,car,0
2016-11-15 16:30:00,114,577,2,low,car,0
2016-11-15 16:30:00,2410,3883,2,low,car,0
2016-11-15 16:30:00,518,690,2,average,car,0
2016-11-15 16:30:00,969,2009,2,low,car,0
2016-11-15 16:30:00,459,2803,3,average,car,0
2016-11-15 16:30:00,348,470,1,low,car,0
2016-11-15 16:30:00,598,1322,1,low,bike,0
2016-11-15 16:30:00,371,687,2,low,car,0
2016-11-15 16:30:00,270,387,2,low,cycle,0
2016-11-15 16:30:00,584,1200,2,low,bike,0
2016-11-15 16:30:00,831,3103,3,average,bike,0
2016-11-15 16:30:00,271,485,1,low,car,0
2016-11-15 16:30:00,1059,2937,2,low,cycle,0
2016-11-16 08:00:00,490,1322,2,low,bike,0
2016-11-16 08:00:00,187,687,2,low,bike,0
2016-11-16 08:00:00,186,387,2,low,car,0
2016-11-16 08:00:00,245,690,2,average,bike,0
2016-11-16 08:00:00,677,2009,2,average,bike,0
2016-11-16 08:00:00,273,485,2,low,car,0
2016-11-16 08:00:00,704,2937,2,low,truck,0
2016-11-16 08:00:00,560,3103,2,low,car,0
2016-11-16 08:00:00,38,577,2,low,car,0
2016-11-16 08:00:00,239,1200,2,low,car,0
2016-11-16 08:00:00,624,1920,3,average,car,0
2016-11-16 08:00:00,1247,3883,2,low,bike,0
2016-11-16 08:00:00,167,470,1,low,cycle,0
2016-11-16 08:00:00,286,2803,2,low,truck,0
2016-11-16 08:27:00,825,2937,2,low,bike,0
2016-11-16 08:27:00,740,2009,3,low,car,0
2016-11-16 08:27:00,230,470,1,low,bike,0
2016-11-16 08:27:00,779,1920,2,low,cycle,0
2016-11-16 08:27:00,1676,3883,3,low,bike,0
2016-11-16 08:27:00,525,1322,3,low,car,0
2016-11-16 08:27:00,323,1200,2,low,truck,0
2016-11-16 08:27:00,335,690,2,low,car,0
2016-11-16 08:27:00,277,485,2,low,car,0
2016-11-16 08:27:00,355,2803,2,low,car,0
2016-11-16 08:27:00,40,577,2,low,car,0
2016-11-16 08:27:00,634,3103,2,low,truck,0
2016-11-16 08:27:00,213,387,1,low,cycle,0
2016-11-16 08:27:00,215,687,1,low,car,0
2016-11-16 09:00:00,470,690,3,low,car,0
2016-11-16 09:00:00,786,3103,2,low,car,0
2016-11-16 09:00:00,302,485,2,low,bike,0
2016-11-16 09:00:00,448,1200,3,low,car,0
2016-11-16 09:00:00,1021,2937,3,low,car,0
2016-11-16 09:00:00,454,2803,2,low,car,0
2016-11-16 09:00:00,249,387,2,low,car,0
2016-11-16 09:00:00,311,470,2,low,car,0
2016-11-16 09:00:00,2194,3883,3,low,truck,0
2016-11-16 09:00:00,870,2009,3,low,bike,0
2016-11-16 09:00:00,989,1920,3,low,bike,0
2016-11-16 09:00:00,591,1322,2,low,truck,0
2016-11-16 09:00:00,54,577,1,low,car,0
2016-11-16 09:00:00,279,687,2,low,bike,0
2016-11-16 09:27:00,1170,1920,3,low,car,0
2016-11-16 09:27:00,642,1322,3,low,cycle,0
2016-11-16 09:27:00,563,1200,3,average,truck,0
2016-11-16 09:27:00,532,690,2,low,cycle,0
2016-11-16 09:27:00,1132,2937,3,low,bike,0
2016-11-16 09:27:00,861,3103,2,low,bike,0
2016-11-16 09:27:00,965,2009,3,low,car,0
2016-11-16 09:27:00,494,2803,2,low,cycle,0
2016-11-16 09:27:00,64,577,1,low,bike,0
2016-11-16 09:27:00,323,687,3,average,truck,0
2016-11-16 09:27:00,356,470,3,low,bike,0
2016-11-16 09:27:00,2577,3883,4,low,bike,0
2016-11-16 09:27:00,278,387,2,low,car,0
2016-11-16 09:27:00,322,485,2,low,car,0
2016-11-16 10:00:00,320,387,3,low,car,0
